Reaction Coordinate,Energy (meV)
0.78820218,-418.52098494
0.78831018,-418.17820943
0.78841819,-417.83548030
0.78852619,-417.49279768
0.78863419,-417.15016169
0.78874219,-416.80757248
0.78885020,-416.46503016
0.78895820,-416.12253488
0.78906620,-415.78008676
0.78917420,-415.43768594
0.78928221,-415.09533254
0.78939021,-414.75302669
0.78949821,-414.41076854
0.78960621,-414.06855820
0.78971422,-413.72639581
0.78982222,-413.38428151
0.78993022,-413.04221541
0.79003822,-412.70019766
0.79014623,-412.35822838
0.79025423,-412.01630771
0.79036223,-411.67443577
0.79047023,-411.33261271
0.79057824,-410.99083863
0.79068624,-410.64911369
0.79079424,-410.30743801
0.79090224,-409.96581173
0.79101025,-409.62423496
0.79111825,-409.28270785
0.79122625,-408.94123053
0.79133425,-408.59980312
0.79144226,-408.25842576
0.79155026,-407.91709857
0.79165826,-407.57582170
0.79176626,-407.23459527
0.79187427,-406.89341941
0.79198227,-406.55229425
0.79209027,-406.21121993
0.79219827,-405.87019657
0.79230628,-405.52922431
0.79241428,-405.18830327
0.79252228,-404.84743360
0.79263028,-404.50661541
0.79273829,-404.16584885
0.79284629,-403.82513404
0.79295429,-403.48447111
0.79306229,-403.14386019
0.79317030,-402.80330142
0.79327830,-402.46279493
0.79338630,-402.12234084
0.79349430,-401.78193929
0.79360231,-401.44159041
0.79371031,-401.10129434
0.79381831,-400.76105119
0.79392631,-400.42086111
0.79403432,-400.08072422
0.79414232,-399.74064066
0.79425032,-399.40061055
0.79435832,-399.06063403
0.79446633,-398.72071123
0.79457433,-398.38084228
0.79468233,-398.04102731
0.79479033,-397.70126645
0.79489834,-397.36155984
0.79500634,-397.02190760
0.79511434,-396.68230986
0.79522234,-396.34276677
0.79533035,-396.00327843
0.79543835,-395.66384500
0.79554635,-395.32446660
0.79565435,-394.98514336
0.79576236,-394.64587541
0.79587036,-394.30666288
0.79597836,-393.96750591
0.79608636,-393.62840462
0.79619437,-393.28935915
0.79630237,-392.95036963
0.79641037,-392.61143618
0.79651837,-392.27255895
0.79662638,-391.93373805
0.79673438,-391.59497363
0.79684238,-391.25626581
0.79695038,-390.91761473
0.79705839,-390.57902051
0.79716639,-390.24048328
0.79727439,-389.90200319
0.79738239,-389.56358035
0.79749040,-389.22521491
0.79759840,-388.88690698
0.79770640,-388.54865671
0.79781440,-388.21046422
0.79792241,-387.87232964
0.79803041,-387.53425311
0.79813841,-387.19623475
0.79824641,-386.85827471
0.79835442,-386.52037310
0.79846242,-386.18253006
0.79857042,-385.84474572
0.79867842,-385.50702021
0.79878643,-385.16935367
0.79889443,-384.83174622
0.79900243,-384.49419800
0.79911043,-384.15670913
0.79921844,-383.81927975
0.79932644,-383.48190999
0.79943444,-383.14459998
0.79954244,-382.80734985
0.79965045,-382.47015974
0.79975845,-382.13302976
0.79986645,-381.79596006
0.79997445,-381.45895077
0.80008246,-381.12200201
0.80019046,-380.78511392
0.80029846,-380.44828662
0.80040646,-380.11152026
0.80051447,-379.77481496
0.80062247,-379.43817085
0.80073047,-379.10158807
0.80083847,-378.76506673
0.80094648,-378.42860699
0.80105448,-378.09220896
0.80116248,-377.75587278
0.80127048,-377.41959857
0.80137849,-377.08338648
0.80148649,-376.74723662
0.80159449,-376.41114914
0.80170249,-376.07512417
0.80181050,-375.73916182
0.80191850,-375.40326224
0.80202650,-375.06742556
0.80213450,-374.73165191
0.80224251,-374.39594141
0.80235051,-374.06029421
0.80245851,-373.72471042
0.80256651,-373.38919019
0.80267452,-373.05373364
0.80278252,-372.71834091
0.80289052,-372.38301212
0.80299852,-372.04774741
0.80310653,-371.71254690
0.80321453,-371.37741073
0.80332253,-371.04233904
0.80343053,-370.70733194
0.80353854,-370.37238958
0.80364654,-370.03751208
0.80375454,-369.70269957
0.80386254,-369.36795219
0.80397055,-369.03327007
0.80407855,-368.69865333
0.80418655,-368.36410211
0.80429455,-368.02961655
0.80440256,-367.69519676
0.80451056,-367.36084288
0.80461856,-367.02655505
0.80472656,-366.69233339
0.80483457,-366.35817804
0.80494257,-366.02408913
0.80505057,-365.69006678
0.80515857,-365.35611113
0.80526658,-365.02222231
0.80537458,-364.68840045
0.80548258,-364.35464569
0.80559058,-364.02095815
0.80569859,-363.68733796
0.80580659,-363.35378525
0.80591459,-363.02030017
0.80602259,-362.68688283
0.80613060,-362.35353337
0.80623860,-362.02025192
0.80634660,-361.68703861
0.80645460,-361.35389357
0.80656261,-361.02081694
0.80667061,-360.68780884
0.80677861,-360.35486941
0.80688661,-360.02199877
0.80699462,-359.68919706
0.80710262,-359.35646441
0.80721062,-359.02380095
0.80731862,-358.69120681
0.80742663,-358.35868212
0.80753463,-358.02622702
0.80764263,-357.69384163
0.80775063,-357.36152608
0.80785864,-357.02928051
0.80796664,-356.69710505
0.80807464,-356.36499983
0.80818264,-356.03296498
0.80829065,-355.70100063
0.80839865,-355.36910691
0.80850665,-355.03728395
0.80861465,-354.70553189
0.80872266,-354.37385086
0.80883066,-354.04224098
0.80893866,-353.71070239
0.80904666,-353.37923522
0.80915467,-353.04783959
0.80926267,-352.71651565
0.80937067,-352.38526352
0.80947867,-352.05408334
0.80958668,-351.72297523
0.80969468,-351.39193932
0.80980268,-351.06097575
0.80991068,-350.73008465
0.81001869,-350.39926615
0.81012669,-350.06852037
0.81023469,-349.73784746
0.81034269,-349.40724754
0.81045070,-349.07672074
0.81055870,-348.74626720
0.81066670,-348.41588705
0.81077470,-348.08558041
0.81088271,-347.75534741
0.81099071,-347.42518820
0.81109871,-347.09510290
0.81120671,-346.76509164
0.81131472,-346.43515455
0.81142272,-346.10529176
0.81153072,-345.77550341
0.81163872,-345.44578962
0.81174673,-345.11615053
0.81185473,-344.78658627
0.81196273,-344.45709696
0.81207073,-344.12768275
0.81217874,-343.79834376
0.81228674,-343.46908012
0.81239474,-343.13989196
0.81250274,-342.81077942
0.81261075,-342.48174262
0.81271875,-342.15278170
0.81282675,-341.82389679
0.81293475,-341.49508801
0.81304276,-341.16635551
0.81315076,-340.83769940
0.81325876,-340.50911983
0.81336676,-340.18061693
0.81347477,-339.85219081
0.81358277,-339.52384163
0.81369077,-339.19556950
0.81379877,-338.86737455
0.81390678,-338.53925693
0.81401478,-338.21121675
0.81412278,-337.88325416
0.81423078,-337.55536928
0.81433879,-337.22756224
0.81444679,-336.89983318
0.81455479,-336.57218222
0.81466279,-336.24460950
0.81477080,-335.91711515
0.81487880,-335.58969930
0.81498680,-335.26236207
0.81509480,-334.93510361
0.81520281,-334.60792404
0.81531081,-334.28082349
0.81541881,-333.95380210
0.81552681,-333.62685999
0.81563482,-333.29999730
0.81574282,-332.97321416
0.81585082,-332.64651069
0.81595882,-332.31988704
0.81606683,-331.99334333
0.81617483,-331.66687969
0.81628283,-331.34049625
0.81639083,-331.01419315
0.81649884,-330.68797051
0.81660684,-330.36182847
0.81671484,-330.03576715
0.81682284,-329.70978670
0.81693085,-329.38388724
0.81703885,-329.05806889
0.81714685,-328.73233180
0.81725485,-328.40667610
0.81736286,-328.08110190
0.81747086,-327.75560936
0.81757886,-327.43019859
0.81768686,-327.10486973
0.81779487,-326.77962290
0.81790287,-326.45445825
0.81801087,-326.12937590
0.81811887,-325.80437598
0.81822688,-325.47945862
0.81833488,-325.15462396
0.81844288,-324.82987212
0.81855088,-324.50520324
0.81865889,-324.18061745
0.81876689,-323.85611488
0.81887489,-323.53169565
0.81898289,-323.20735991
0.81909089,-322.88310778
0.81919890,-322.55893940
0.81930690,-322.23485488
0.81941490,-321.91085438
0.81952290,-321.58693801
0.81963091,-321.26310591
0.81973891,-320.93935821
0.81984691,-320.61569503
0.81995491,-320.29211652
0.82006292,-319.96862280
0.82017092,-319.64521401
0.82027892,-319.32189027
0.82038692,-318.99865171
0.82049493,-318.67549847
0.82060293,-318.35243068
0.82071093,-318.02944847
0.82081893,-317.70655197
0.82092694,-317.38374131
0.82103494,-317.06101662
0.82114294,-316.73837803
0.82125094,-316.41582568
0.82135895,-316.09335970
0.82146695,-315.77098021
0.82157495,-315.44868735
0.82168295,-315.12648125
0.82179096,-314.80436204
0.82189896,-314.48232985
0.82200696,-314.16038481
0.82211496,-313.83852706
0.82222297,-313.51675672
0.82233097,-313.19507393
0.82243897,-312.87347881
0.82254697,-312.55197150
0.82265498,-312.23055213
0.82276298,-311.90922083
0.82287098,-311.58797773
0.82297898,-311.26682296
0.82308699,-310.94575666
0.82319499,-310.62477895
0.82330299,-310.30388997
0.82341099,-309.98308984
0.82351900,-309.66237870
0.82362700,-309.34175669
0.82373500,-309.02122392
0.82384300,-308.70078053
0.82395101,-308.38042665
0.82405901,-308.06016242
0.82416701,-307.73998796
0.82427501,-307.41990341
0.82438302,-307.09990890
0.82449102,-306.78000455
0.82459902,-306.46019050
0.82470702,-306.14046688
0.82481503,-305.82083383
0.82492303,-305.50129146
0.82503103,-305.18183992
0.82513903,-304.86247934
0.82524704,-304.54320984
0.82535504,-304.22403155
0.82546304,-303.90494462
0.82557104,-303.58594916
0.82567905,-303.26704531
0.82578705,-302.94823321
0.82589505,-302.62951297
0.82600305,-302.31088474
0.82611106,-301.99234865
0.82621906,-301.67390482
0.82632706,-301.35555339
0.82643506,-301.03729448
0.82654307,-300.71912824
0.82665107,-300.40105478
0.82675907,-300.08307425
0.82686707,-299.76518677
0.82697508,-299.44739247
0.82708308,-299.12969148
0.82719108,-298.81208395
0.82729908,-298.49456999
0.82740709,-298.17714973
0.82751509,-297.85982332
0.82762309,-297.54259087
0.82773109,-297.22545253
0.82783910,-296.90840842
0.82794710,-296.59145867
0.82805510,-296.27460342
0.82816310,-295.95784280
0.82827111,-295.64117693
0.82837911,-295.32460594
0.82848711,-295.00812998
0.82859511,-294.69174917
0.82870312,-294.37546364
0.82881112,-294.05927352
0.82891912,-293.74317895
0.82902712,-293.42718004
0.82913513,-293.11127695
0.82924313,-292.79546979
0.82935113,-292.47975870
0.82945913,-292.16414381
0.82956714,-291.84862525
0.82967514,-291.53320315
0.82978314,-291.21787764
0.82989114,-290.90264886
0.82999915,-290.58751693
0.83010715,-290.27248199
0.83021515,-289.95754416
0.83032315,-289.64270358
0.83043116,-289.32796039
0.83053916,-289.01331470
0.83064716,-288.69876665
0.83075516,-288.38431637
0.83086317,-288.06996400
0.83097117,-287.75570967
0.83107917,-287.44155349
0.83118717,-287.12749562
0.83129518,-286.81353617
0.83140318,-286.49967529
0.83151118,-286.18591309
0.83161918,-285.87224971
0.83172719,-285.55868529
0.83183519,-285.24521995
0.83194319,-284.93185383
0.83205119,-284.61858705
0.83215920,-284.30541974
0.83226720,-283.99235205
0.83237520,-283.67938410
0.83248320,-283.36651601
0.83259121,-283.05374793
0.83269921,-282.74107998
0.83280721,-282.42851229
0.83291521,-282.11604500
0.83302322,-281.80367823
0.83313122,-281.49141212
0.83323922,-281.17924680
0.83334722,-280.86718239
0.83345523,-280.55521904
0.83356323,-280.24335687
0.83367123,-279.93159601
0.83377923,-279.61993659
0.83388724,-279.30837875
0.83399524,-278.99692262
0.83410324,-278.68556832
0.83421124,-278.37431599
0.83431925,-278.06316576
0.83442725,-277.75211776
0.83453525,-277.44117212
0.83464325,-277.13032897
0.83475126,-276.81958845
0.83485926,-276.50895068
0.83496726,-276.19841580
0.83507526,-275.88798393
0.83518327,-275.57765521
0.83529127,-275.26742978
0.83539927,-274.95730775
0.83550727,-274.64728926
0.83561528,-274.33737445
0.83572328,-274.02756344
0.83583128,-273.71785636
0.83593928,-273.40825335
0.83604729,-273.09875454
0.83615529,-272.78936005
0.83626329,-272.48007003
0.83637129,-272.17088459
0.83647930,-271.86180387
0.83658730,-271.55282801
0.83669530,-271.24395713
0.83680330,-270.93519137
0.83691131,-270.62653085
0.83701931,-270.31797571
0.83712731,-270.00952608
0.83723531,-269.70118209
0.83734332,-269.39294386
0.83745132,-269.08481154
0.83755932,-268.77678525
0.83766732,-268.46886513
0.83777533,-268.16105130
0.83788333,-267.85334389
0.83799133,-267.54574304
0.83809933,-267.23824888
0.83820734,-266.93086154
0.83831534,-266.62358115
0.83842334,-266.31640784
0.83853134,-266.00934175
0.83863935,-265.70238299
0.83874735,-265.39553171
0.83885535,-265.08878804
0.83896335,-264.78215211
0.83907136,-264.47562404
0.83917936,-264.16920397
0.83928736,-263.86289203
0.83939536,-263.55668836
0.83950337,-263.25059307
0.83961137,-262.94460631
0.83971937,-262.63872821
0.83982737,-262.33295889
0.83993538,-262.02729849
0.84004338,-261.72174713
0.84015138,-261.41630496
0.84025938,-261.11097209
0.84036739,-260.80574867
0.84047539,-260.50063482
0.84058339,-260.19563067
0.84069139,-259.89073636
0.84079940,-259.58595201
0.84090740,-259.28127776
0.84101540,-258.97671374
0.84112340,-258.67226008
0.84123141,-258.36791691
0.84133941,-258.06368436
0.84144741,-257.75956256
0.84155541,-257.45555164
0.84166342,-257.15165175
0.84177142,-256.84786299
0.84187942,-256.54418552
0.84198742,-256.24061945
0.84209543,-255.93716492
0.84220343,-255.63382206
0.84231143,-255.33059100
0.84241943,-255.02747188
0.84252744,-254.72446482
0.84263544,-254.42156995
0.84274344,-254.11878741
0.84285144,-253.81611733
0.84295945,-253.51355983
0.84306745,-253.21111506
0.84317545,-252.90878313
0.84328345,-252.60656419
0.84339146,-252.30445836
0.84349946,-252.00246577
0.84360746,-251.70058655
0.84371546,-251.39882085
0.84382347,-251.09716878
0.84393147,-250.79563048
0.84403947,-250.49420607
0.84414747,-250.19289570
0.84425548,-249.89169949
0.84436348,-249.59061757
0.84447148,-249.28965008
0.84457948,-248.98879714
0.84468749,-248.68805889
0.84479549,-248.38743545
0.84490349,-248.08692696
0.84501149,-247.78653355
0.84511950,-247.48625535
0.84522750,-247.18609250
0.84533550,-246.88604511
0.84544350,-246.58611333
0.84555151,-246.28629729
0.84565951,-245.98659711
0.84576751,-245.68701292
0.84587551,-245.38754487
0.84598352,-245.08819307
0.84609152,-244.78895767
0.84619952,-244.48983878
0.84630752,-244.19083655
0.84641553,-243.89195111
0.84652353,-243.59318257
0.84663153,-243.29453109
0.84673953,-242.99599678
0.84684754,-242.69757978
0.84695554,-242.39928022
0.84706354,-242.10109822
0.84717154,-241.80303393
0.84727955,-241.50508748
0.84738755,-241.20725898
0.84749555,-240.90954858
0.84760355,-240.61195641
0.84771156,-240.31448260
0.84781956,-240.01712727
0.84792756,-239.71989056
0.84803556,-239.42277260
0.84814357,-239.12577353
0.84825157,-238.82889346
0.84835957,-238.53213255
0.84846757,-238.23549090
0.84857558,-237.93896866
0.84868358,-237.64256596
0.84879158,-237.34628293
0.84889958,-237.05011969
0.84900759,-236.75407639
0.84911559,-236.45815315
0.84922359,-236.16235010
0.84933159,-235.86666737
0.84943960,-235.57110510
0.84954760,-235.27566342
0.84965560,-234.98034245
0.84976360,-234.68514233
0.84987161,-234.39006319
0.84997961,-234.09510516
0.85008761,-233.80026837
0.85019561,-233.50555296
0.85030362,-233.21095905
0.85041162,-232.91648677
0.85051962,-232.62213626
0.85062762,-232.32790764
0.85073562,-232.03380106
0.85084363,-231.73981663
0.85095163,-231.44595450
0.85105963,-231.15221478
0.85116763,-230.85859762
0.85127564,-230.56510315
0.85138364,-230.27173148
0.85149164,-229.97848277
0.85159964,-229.68535713
0.85170765,-229.39235470
0.85181565,-229.09947560
0.85192365,-228.80671998
0.85203165,-228.51408796
0.85213966,-228.22157968
0.85224766,-227.92919525
0.85235566,-227.63693483
0.85246366,-227.34479852
0.85257167,-227.05278648
0.85267967,-226.76089882
0.85278767,-226.46913568
0.85289567,-226.17749720
0.85300368,-225.88598349
0.85311168,-225.59459470
0.85321968,-225.30333095
0.85332768,-225.01219238
0.85343569,-224.72117911
0.85354369,-224.43029128
0.85365169,-224.13952902
0.85375969,-223.84889245
0.85386770,-223.55838172
0.85397570,-223.26799695
0.85408370,-222.97773827
0.85419170,-222.68760582
0.85429971,-222.39759972
0.85440771,-222.10772011
0.85451571,-221.81796711
0.85462371,-221.52834086
0.85473172,-221.23884149
0.85483972,-220.94946914
0.85494772,-220.66022392
0.85505572,-220.37110598
0.85516373,-220.08211544
0.85527173,-219.79325243
0.85537973,-219.50451709
0.85548773,-219.21590955
0.85559574,-218.92742994
0.85570374,-218.63907839
0.85581174,-218.35085502
0.85591974,-218.06275998
0.85602775,-217.77479339
0.85613575,-217.48695539
0.85624375,-217.19924610
0.85635175,-216.91166565
0.85645976,-216.62421419
0.85656776,-216.33689183
0.85667576,-216.04969871
0.85678376,-215.76263496
0.85689177,-215.47570072
0.85699977,-215.18889610
0.85710777,-214.90222125
0.85721577,-214.61567630
0.85732378,-214.32926137
0.85743178,-214.04297660
0.85753978,-213.75682211
0.85764778,-213.47079805
0.85775579,-213.18490454
0.85786379,-212.89914170
0.85797179,-212.61350969
0.85807979,-212.32800861
0.85818780,-212.04263861
0.85829580,-211.75739982
0.85840380,-211.47229236
0.85851180,-211.18731637
0.85861981,-210.90247198
0.85872781,-210.61775933
0.85883581,-210.33317853
0.85894381,-210.04872972
0.85905182,-209.76441304
0.85915982,-209.48022862
0.85926782,-209.19617658
0.85937582,-208.91225706
0.85948383,-208.62847019
0.85959183,-208.34481609
0.85969983,-208.06129491
0.85980783,-207.77790677
0.85991584,-207.49465180
0.86002384,-207.21153013
0.86013184,-206.92854190
0.86023984,-206.64568724
0.86034785,-206.36296627
0.86045585,-206.08037914
0.86056385,-205.79792596
0.86067185,-205.51560687
0.86077986,-205.23342200
0.86088786,-204.95137149
0.86099586,-204.66945546
0.86110386,-204.38767405
0.86121187,-204.10602738
0.86131987,-203.82451559
0.86142787,-203.54313881
0.86153587,-203.26189716
0.86164388,-202.98079079
0.86175188,-202.69981982
0.86185988,-202.41898438
0.86196788,-202.13828461
0.86207589,-201.85772063
0.86218389,-201.57729258
0.86229189,-201.29700058
0.86239989,-201.01684477
0.86250790,-200.73682528
0.86261590,-200.45694225
0.86272390,-200.17719579
0.86283190,-199.89758605
0.86293991,-199.61811315
0.86304791,-199.33877723
0.86315591,-199.05957841
0.86326391,-198.78051683
0.86337192,-198.50159262
0.86347992,-198.22280591
0.86358792,-197.94415683
0.86369592,-197.66564551
0.86380393,-197.38727208
0.86391193,-197.10903668
0.86401993,-196.83093943
0.86412793,-196.55298047
0.86423594,-196.27515992
0.86434394,-195.99747793
0.86445194,-195.71993461
0.86455994,-195.44253010
0.86466795,-195.16526454
0.86477595,-194.88813805
0.86488395,-194.61115076
0.86499195,-194.33430281
0.86509996,-194.05759432
0.86520796,-193.78102544
0.86531596,-193.50459628
0.86542396,-193.22830698
0.86553197,-192.95215767
0.86563997,-192.67614848
0.86574797,-192.40027954
0.86585597,-192.12455099
0.86596398,-191.84896295
0.86607198,-191.57351556
0.86617998,-191.29820895
0.86628798,-191.02304325
0.86639599,-190.74801858
0.86650399,-190.47313509
0.86661199,-190.19839290
0.86671999,-189.92379214
0.86682800,-189.64933294
0.86693600,-189.37501544
0.86704400,-189.10083977
0.86715200,-188.82680605
0.86726001,-188.55291442
0.86736801,-188.27916501
0.86747601,-188.00555796
0.86758401,-187.73209338
0.86769202,-187.45877142
0.86780002,-187.18559220
0.86790802,-186.91255585
0.86801602,-186.63966252
0.86812403,-186.36691232
0.86823203,-186.09430538
0.86834003,-185.82184185
0.86844803,-185.54952185
0.86855604,-185.27734551
0.86866404,-185.00531296
0.86877204,-184.73342434
0.86888004,-184.46167977
0.86898805,-184.19007939
0.86909605,-183.91862333
0.86920405,-183.64731171
0.86931205,-183.37614467
0.86942006,-183.10512235
0.86952806,-182.83424486
0.86963606,-182.56351235
0.86974406,-182.29292495
0.86985207,-182.02248277
0.86996007,-181.75218597
0.87006807,-181.48203466
0.87017607,-181.21202898
0.87028408,-180.94216906
0.87039208,-180.67245503
0.87050008,-180.40288703
0.87060808,-180.13346517
0.87071609,-179.86418960
0.87082409,-179.59506045
0.87093209,-179.32607784
0.87104009,-179.05724191
0.87114810,-178.78855278
0.87125610,-178.52001060
0.87136410,-178.25161549
0.87147210,-177.98336758
0.87158011,-177.71526700
0.87168811,-177.44731388
0.87179611,-177.17950837
0.87190411,-176.91185057
0.87201212,-176.64434064
0.87212012,-176.37697869
0.87222812,-176.10976487
0.87233612,-175.84269929
0.87244413,-175.57578209
0.87255213,-175.30901341
0.87266013,-175.04239338
0.87276813,-174.77592211
0.87287614,-174.50959976
0.87298414,-174.24342644
0.87309214,-173.97740229
0.87320014,-173.71152744
0.87330815,-173.44580202
0.87341615,-173.18022616
0.87352415,-172.91480000
0.87363215,-172.64952366
0.87374016,-172.38439727
0.87384816,-172.11942097
0.87395616,-171.85459489
0.87406416,-171.58991916
0.87417217,-171.32539391
0.87428017,-171.06101926
0.87438817,-170.79679536
0.87449617,-170.53272234
0.87460418,-170.26880031
0.87471218,-170.00502942
0.87482018,-169.74140980
0.87492818,-169.47794158
0.87503619,-169.21462488
0.87514419,-168.95145985
0.87525219,-168.68844660
0.87536019,-168.42558528
0.87546820,-168.16287601
0.87557620,-167.90031892
0.87568420,-167.63791415
0.87579220,-167.37566182
0.87590021,-167.11356208
0.87600821,-166.85161504
0.87611621,-166.58982084
0.87622421,-166.32817961
0.87633222,-166.06669148
0.87644022,-165.80535659
0.87654822,-165.54417506
0.87665622,-165.28314702
0.87676423,-165.02227262
0.87687223,-164.76155197
0.87698023,-164.50098520
0.87708823,-164.24057246
0.87719624,-163.98031387
0.87730424,-163.72020956
0.87741224,-163.46025967
0.87752024,-163.20046431
0.87762825,-162.94082364
0.87773625,-162.68133777
0.87784425,-162.42200683
0.87795225,-162.16283097
0.87806026,-161.90381030
0.87816826,-161.64494497
0.87827626,-161.38623510
0.87838426,-161.12768082
0.87849227,-160.86928226
0.87860027,-160.61103956
0.87870827,-160.35295285
0.87881627,-160.09502225
0.87892428,-159.83724791
0.87903228,-159.57962994
0.87914028,-159.32216848
0.87924828,-159.06486367
0.87935629,-158.80771563
0.87946429,-158.55072449
0.87957229,-158.29389039
0.87968029,-158.03721345
0.87978830,-157.78069381
0.87989630,-157.52433160
0.88000430,-157.26812695
0.88011230,-157.01207999
0.88022031,-156.75619086
0.88032831,-156.50045967
0.88043631,-156.24488657
0.88054431,-155.98947169
0.88065232,-155.73421515
0.88076032,-155.47911709
0.88086832,-155.22417764
0.88097632,-154.96939692
0.88108433,-154.71477508
0.88119233,-154.46031224
0.88130033,-154.20600854
0.88140833,-153.95186409
0.88151634,-153.69787905
0.88162434,-153.44405353
0.88173234,-153.19038766
0.88184034,-152.93688159
0.88194835,-152.68353543
0.88205635,-152.43034933
0.88216435,-152.17732341
0.88227235,-151.92445780
0.88238035,-151.67175263
0.88248836,-151.41920804
0.88259636,-151.16682416
0.88270436,-150.91460112
0.88281236,-150.66253904
0.88292037,-150.41063806
0.88302837,-150.15889832
0.88313637,-149.90731993
0.88324437,-149.65590304
0.88335238,-149.40464778
0.88346038,-149.15355426
0.88356838,-148.90262264
0.88367638,-148.65185303
0.88378439,-148.40124557
0.88389239,-148.15080039
0.88400039,-147.90051763
0.88410839,-147.65039740
0.88421640,-147.40043985
0.88432440,-147.15064510
0.88443240,-146.90101328
0.88454040,-146.65154454
0.88464841,-146.40223899
0.88475641,-146.15309677
0.88486441,-145.90411801
0.88497241,-145.65530284
0.88508042,-145.40665139
0.88518842,-145.15816379
0.88529642,-144.90984018
0.88540442,-144.66168069
0.88551243,-144.41368544
0.88562043,-144.16585457
0.88572843,-143.91818820
0.88583643,-143.67068648
0.88594444,-143.42334953
0.88605244,-143.17617748
0.88616044,-142.92917046
0.88626844,-142.68232861
0.88637645,-142.43565205
0.88648445,-142.18914092
0.88659245,-141.94279535
0.88670045,-141.69661547
0.88680846,-141.45060140
0.88691646,-141.20475329
0.88702446,-140.95907126
0.88713246,-140.71355544
0.88724047,-140.46820596
0.88734847,-140.22302297
0.88745647,-139.97800657
0.88756447,-139.73315692
0.88767248,-139.48847413
0.88778048,-139.24395835
0.88788848,-138.99960969
0.88799648,-138.75542830
0.88810449,-138.51141430
0.88821249,-138.26756782
0.88832049,-138.02388900
0.88842849,-137.78037797
0.88853650,-137.53703485
0.88864450,-137.29385979
0.88875250,-137.05085290
0.88886050,-136.80801432
0.88896851,-136.56534419
0.88907651,-136.32284262
0.88918451,-136.08050977
0.88929251,-135.83834575
0.88940052,-135.59635069
0.88950852,-135.35452473
0.88961652,-135.11286800
0.88972452,-134.87138064
0.88983253,-134.63006276
0.88994053,-134.38891450
0.89004853,-134.14793600
0.89015653,-133.90712738
0.89026454,-133.66648878
0.89037254,-133.42602032
0.89048054,-133.18572214
0.89058854,-132.94559437
0.89069655,-132.70563714
0.89080455,-132.46585058
0.89091255,-132.22623482
0.89102055,-131.98679000
0.89112856,-131.74751624
0.89123656,-131.50841368
0.89134456,-131.26948244
0.89145256,-131.03072266
0.89156057,-130.79213447
0.89166857,-130.55371800
0.89177657,-130.31547338
0.89188457,-130.07740074
0.89199258,-129.83950021
0.89210058,-129.60177193
0.89220858,-129.36421603
0.89231658,-129.12683263
0.89242459,-128.88962187
0.89253259,-128.65258387
0.89264059,-128.41571878
0.89274859,-128.17902672
0.89285660,-127.94250782
0.89296460,-127.70616221
0.89307260,-127.46999003
0.89318060,-127.23399141
0.89328861,-126.99816647
0.89339661,-126.76251534
0.89350461,-126.52703817
0.89361261,-126.29173508
0.89372062,-126.05660619
0.89382862,-125.82165165
0.89393662,-125.58687159
0.89404462,-125.35226612
0.89415263,-125.11783540
0.89426063,-124.88357954
0.89436863,-124.64949867
0.89447663,-124.41559294
0.89458464,-124.18186246
0.89469264,-123.94830738
0.89480064,-123.71492782
0.89490864,-123.48172391
0.89501665,-123.24869579
0.89512465,-123.01584358
0.89523265,-122.78316742
0.89534065,-122.55066744
0.89544866,-122.31834376
0.89555666,-122.08619653
0.89566466,-121.85422586
0.89577266,-121.62243190
0.89588067,-121.39081477
0.89598867,-121.15937461
0.89609667,-120.92811154
0.89620467,-120.69702570
0.89631268,-120.46611721
0.89642068,-120.23538622
0.89652868,-120.00483284
0.89663668,-119.77445722
0.89674469,-119.54425947
0.89685269,-119.31423974
0.89696069,-119.08439816
0.89706869,-118.85473485
0.89717670,-118.62524995
0.89728470,-118.39594358
0.89739270,-118.16681589
0.89750070,-117.93786699
0.89760871,-117.70909703
0.89771671,-117.48050612
0.89782471,-117.25209441
0.89793271,-117.02386203
0.89804072,-116.79580910
0.89814872,-116.56793575
0.89825672,-116.34024213
0.89836472,-116.11272835
0.89847273,-115.88539456
0.89858073,-115.65824087
0.89868873,-115.43126743
0.89879673,-115.20447436
0.89890474,-114.97786179
0.89901274,-114.75142986
0.89912074,-114.52517870
0.89922874,-114.29910843
0.89933675,-114.07321920
0.89944475,-113.84751112
0.89955275,-113.62198433
0.89966075,-113.39663897
0.89976876,-113.17147516
0.89987676,-112.94649303
0.89998476,-112.72169272
0.90009276,-112.49707436
0.90020077,-112.27263807
0.90030877,-112.04838400
0.90041677,-111.82431226
0.90052477,-111.60042300
0.90063278,-111.37671633
0.90074078,-111.15319240
0.90084878,-110.92985134
0.90095678,-110.70669326
0.90106479,-110.48371832
0.90117279,-110.26092664
0.90128079,-110.03831834
0.90138879,-109.81589356
0.90149680,-109.59365244
0.90160480,-109.37159509
0.90171280,-109.14972166
0.90182080,-108.92803228
0.90192881,-108.70652707
0.90203681,-108.48520616
0.90214481,-108.26406970
0.90225281,-108.04311780
0.90236082,-107.82235060
0.90246882,-107.60176824
0.90257682,-107.38137083
0.90268482,-107.16115852
0.90279283,-106.94113144
0.90290083,-106.72128971
0.90300883,-106.50163346
0.90311683,-106.28216284
0.90322484,-106.06287796
0.90333284,-105.84377896
0.90344084,-105.62486598
0.90354884,-105.40613913
0.90365685,-105.18759856
0.90376485,-104.96924440
0.90387285,-104.75107677
0.90398085,-104.53309581
0.90408886,-104.31530164
0.90419686,-104.09769440
